size1,size3, size3, timestamp,
18, , ,1557393828,
,17, ,1557393829,
, ,17,1557393830,
18, , ,1557393830,
,18, ,1557393831,
, ,17,1557393832,
18, , ,1557393832,
,17, ,1557393833,
, ,17,1557393834,
18, , ,1557393834,
,17, ,1557393835,
, ,17,1557393836,
18, , ,1557393836,
,16, ,1557393837,
, ,17,1557393838,
18, , ,1557393839,
, ,17,1557393860,
18, , ,1557393861,
,17, ,1557393862,
, ,17,1557393862,
18, , ,1557393863,
,17, ,1557393864,
, ,17,1557393865,
17, , ,1557393865,
,16, ,1557393866,
, ,17,1557393867,
18, , ,1557393867,
,17, ,1557393868,
, ,17,1557393869,
18, , ,1557393869,
,16, ,1557393870,
, ,17,1557393871,
18, , ,1557393871,
,17, ,1557393872,
, ,17,1557393873,
18, , ,1557393873,
,17, ,1557393874,
, ,17,1557393875,
18, , ,1557393875,
,22, ,1557393876,
, ,17,1557393877,
18, , ,1557393878,
,17, ,1557393878,
, ,16,1557393879,
18, , ,1557393880,
,17, ,1557393880,
, ,17,1557393881,
18, , ,1557393882,
,17, ,1557393882,
, ,17,1557393883,
18, , ,1557393884,
,17, ,1557393884,
, ,20,1557393885,
18, , ,1557393886,
,18, ,1557393886,
, ,23,1557393887,
18, , ,1557393888,
,16, ,1557393889,
, ,17,1557393889,
18, , ,1557393890,
,16, ,1557393891,
, ,19,1557393891,
19, , ,1557393892,
,18, ,1557393893,
, ,17,1557393893,
18, , ,1557393894,
,17, ,1557393895,
, ,17,1557393895,
18, , ,1557393896,
,17, ,1557393897,
, ,17,1557393897,
18, , ,1557393898,
,17, ,1557393899,
, ,17,1557393899,
17, , ,1557393900,
,17, ,1557393901,
, ,17,1557393901,
18, , ,1557393902,
,17, ,1557393903,
, ,17,1557393904,
19, , ,1557393904,
,17, ,1557393905,
, ,17,1557393906,
20, , ,1557393906,
,17, ,1557393907,
, ,18,1557393908,
18, , ,1557393908,
,17, ,1557393909,
, ,17,1557393910,
18, , ,1557393910,
,17, ,1557393911,
, ,17,1557393912,
18, , ,1557393912,
,17, ,1557393913,
, ,17,1557393914,
18, , ,1557393914,
,21, ,1557393915,
, ,17,1557393916,
18, , ,1557393917,
,20, ,1557393917,
, ,17,1557393918,
18, , ,1557393919,
,17, ,1557393919,
, ,16,1557393920,
18, , ,1557393921,
,17, ,1557393921,
, ,17,1557393922,
18, , ,1557393923,
,17, ,1557393923,
, ,17,1557393924,
18, , ,1557393925,
,17, ,1557393926,
, ,17,1557393926,
18, , ,1557393927,
,17, ,1557393928,
, ,17,1557393928,
18, , ,1557393929,
,17, ,1557393930,
, ,17,1557393930,
18, , ,1557393931,
,17, ,1557393932,
, ,23,1557393932,
18, , ,1557393933,
,17, ,1557393934,
, ,17,1557393934,
18, , ,1557393935,
,16, ,1557393936,
, ,17,1557393936,
17, , ,1557393937,
,16, ,1557393938,
, ,16,1557393938,
18, , ,1557393939,
,16, ,1557393940,
, ,17,1557393941,
18, , ,1557393941,
,17, ,1557393942,
, ,17,1557393943,
18, , ,1557393943,
,17, ,1557393944,
, ,17,1557393945,
19, , ,1557393945,
,17, ,1557393946,
, ,18,1557393947,
18, , ,1557393947,
,17, ,1557393948,
, ,17,1557393949,
18, , ,1557393949,
,17, ,1557393950,
, ,17,1557393951,
18, , ,1557393951,
,17, ,1557393952,
, ,17,1557393953,
18, , ,1557393954,
,17, ,1557393954,
, ,17,1557393955,
18, , ,1557393956,
,17, ,1557393956,
, ,17,1557393957,
18, , ,1557393958,
,17, ,1557393958,
, ,17,1557393959,
18, , ,1557393960,
,21, ,1557393960,
, ,17,1557393961,
18, , ,1557393962,
,20, ,1557393962,
, ,17,1557393963,
18, , ,1557393964,
,17, ,1557393965,
, ,17,1557393965,
18, , ,1557393966,
,17, ,1557393967,
, ,17,1557393967,
18, , ,1557393968,
,17, ,1557393969,
, ,17,1557393969,
18, , ,1557393970,
,17, ,1557393971,
, ,17,1557393971,
18, , ,1557393972,
,17, ,1557393973,
, ,17,1557393973,
19, , ,1557393974,
,17, ,1557393975,
, ,16,1557393975,
18, , ,1557393976,
,17, ,1557393977,
, ,17,1557393977,
18, , ,1557393978,
,17, ,1557393979,
, ,17,1557393980,
18, , ,1557393980,
,17, ,1557393981,
, ,20,1557393982,
18, , ,1557393982,
,16, ,1557393983,
,17, ,1557394006,
, ,17,1557394006,
18, , ,1557394007,
,22, ,1557394008,
, ,17,1557394008,
18, , ,1557394009,
,18, ,1557394010,
, ,17,1557394010,
18, , ,1557394011,
,17, ,1557394012,
, ,17,1557394012,
18, , ,1557394013,
,17, ,1557394014,
, ,17,1557394014,
18, , ,1557394015,
,17, ,1557394016,
, ,17,1557394016,
18, , ,1557394017,
,17, ,1557394018,
, ,16,1557394019,
18, , ,1557394019,
,17, ,1557394020,
, ,17,1557394021,
18, , ,1557394021,
,17, ,1557394022,
, ,17,1557394023,
18, , ,1557394023,
,17, ,1557394024,
, ,16,1557394025,
18, , ,1557394025,
,17, ,1557394026,
, ,16,1557394027,
18, , ,1557394027,
,16, ,1557394028,
, ,17,1557394029,
18, , ,1557394029,
,16, ,1557394030,
, ,17,1557394031,
24, , ,1557394032,
,17, ,1557394032,
, ,17,1557394033,
18, , ,1557394034,
,17, ,1557394034,
, ,17,1557394035,
19, , ,1557394036,
,18, ,1557394036,
, ,17,1557394037,
18, , ,1557394038,
,17, ,1557394038,
, ,17,1557394039,
19, , ,1557394040,
,17, ,1557394041,
, ,17,1557394041,
18, , ,1557394042,
,17, ,1557394043,
, ,18,1557394043,
19, , ,1557394044,
,17, ,1557394045,
, ,18,1557394045,
19, , ,1557394046,
,16, ,1557394047,
, ,16,1557394047,
18, , ,1557394048,
,17, ,1557394049,
, ,17,1557394049,
19, , ,1557394050,
,17, ,1557394051,
, ,17,1557394051,
18, , ,1557394052,
,17, ,1557394053,
, ,17,1557394053,
19, , ,1557394054,
,17, ,1557394055,
, ,17,1557394055,
20, , ,1557394056,
,17, ,1557394057,
, ,17,1557394058,
20, , ,1557394058,
,17, ,1557394059,
, ,18,1557394060,
18, , ,1557394060,
,17, ,1557394061,
, ,17,1557394062,
18, , ,1557394062,
,17, ,1557394063,
, ,17,1557394064,
18, , ,1557394064,
,17, ,1557394065,
, ,17,1557394066,
22, , ,1557394066,
,17, ,1557394068,
, ,22,1557394068,
18, , ,1557394069,
,18, ,1557394069,
, ,20,1557394070,
18, , ,1557394071,
,17, ,1557394071,
, ,17,1557394072,
18, , ,1557394073,
,17, ,1557394073,
, ,17,1557394074,
18, , ,1557394075,
,17, ,1557394075,
, ,17,1557394076,
18, , ,1557394077,
,17, ,1557394078,
, ,17,1557394078,
18, , ,1557394079,
,17, ,1557394080,
, ,17,1557394080,
17, , ,1557394081,
,17, ,1557394082,
, ,17,1557394082,
18, , ,1557394083,
,17, ,1557394084,
, ,17,1557394084,
18, , ,1557394085,
,17, ,1557394086,
, ,17,1557394086,
19, , ,1557394087,
,17, ,1557394088,
, ,17,1557394088,
18, , ,1557394089,
,16, ,1557394090,
, ,17,1557394090,
18, , ,1557394091,
,17, ,1557394092,
, ,17,1557394092,
18, , ,1557394093,
,16, ,1557394094,
, ,17,1557394095,
18, , ,1557394095,
,18, ,1557394096,
, ,17,1557394097,
18, , ,1557394097,
,17, ,1557394098,
, ,17,1557394099,
18, , ,1557394099,
,17, ,1557394100,
, ,17,1557394101,
18, , ,1557394101,
,17, ,1557394102,
, ,17,1557394103,
18, , ,1557394103,
,17, ,1557394104,
, ,17,1557394105,
18, , ,1557394105,
,17, ,1557394106,
, ,17,1557394107,
18, , ,1557394108,
,17, ,1557394108,
, ,17,1557394109,
18, , ,1557394110,
,16, ,1557394110,
, ,17,1557394111,
18, , ,1557394112,
,18, ,1557394112,
, ,17,1557394113,
18, , ,1557394114,
,17, ,1557394114,
, ,19,1557394115,
19, , ,1557394116,
,17, ,1557394117,
, ,17,1557394117,
18, , ,1557394118,
,17, ,1557394119,
, ,17,1557394119,
18, , ,1557394120,
,17, ,1557394121,
, ,17,1557394121,
18, , ,1557394122,
,17, ,1557394123,
, ,17,1557394123,
18, , ,1557394124,
,17, ,1557394125,
, ,16,1557394125,
18, , ,1557394126,
,17, ,1557394127,
, ,17,1557394127,
21, , ,1557394128,
18, , ,1557394151,
,17, ,1557394151,
, ,17,1557394152,
18, , ,1557394153,
,17, ,1557394154,
, ,17,1557394154,
18, , ,1557394155,
,17, ,1557394156,
, ,16,1557394156,
18, , ,1557394157,
,18, ,1557394158,
, ,17,1557394158,
18, , ,1557394159,
,17, ,1557394160,
, ,17,1557394160,
18, , ,1557394161,
,17, ,1557394162,
, ,19,1557394162,
18, , ,1557394163,
,16, ,1557394164,
, ,17,1557394164,
18, , ,1557394165,
,17, ,1557394166,
, ,17,1557394166,
18, , ,1557394167,
,19, ,1557394168,
, ,16,1557394168,
18, , ,1557394169,
,16, ,1557394170,
, ,17,1557394170,
18, , ,1557394171,
,17, ,1557394172,
, ,17,1557394173,
23, , ,1557394173,
,17, ,1557394174,
, ,17,1557394175,
18, , ,1557394175,
,17, ,1557394176,
, ,17,1557394177,
19, , ,1557394177,
,18, ,1557394178,
, ,17,1557394179,
18, , ,1557394179,
,17, ,1557394180,
, ,17,1557394181,
18, , ,1557394181,
,24, ,1557394182,
, ,17,1557394183,
18, , ,1557394184,
,17, ,1557394184,
, ,17,1557394185,
19, , ,1557394186,
,18, ,1557394186,
, ,17,1557394187,
18, , ,1557394188,
,17, ,1557394188,
, ,17,1557394189,
20, , ,1557394190,
,16, ,1557394190,
, ,17,1557394191,
18, , ,1557394192,
,16, ,1557394193,
, ,17,1557394193,
18, , ,1557394194,
,17, ,1557394195,
, ,17,1557394195,
18, , ,1557394196,
,17, ,1557394197,
, ,18,1557394197,
18, , ,1557394198,
,16, ,1557394199,
, ,17,1557394199,
18, , ,1557394200,
,18, ,1557394201,
, ,16,1557394201,
18, , ,1557394202,
,17, ,1557394203,
, ,17,1557394203,
18, , ,1557394204,
,17, ,1557394205,
, ,17,1557394205,
18, , ,1557394206,
,17, ,1557394207,
, ,16,1557394207,
18, , ,1557394208,
,17, ,1557394209,
, ,17,1557394210,
18, , ,1557394210,
,17, ,1557394211,
, ,17,1557394212,
18, , ,1557394212,
,18, ,1557394213,
, ,17,1557394214,
18, , ,1557394214,
,17, ,1557394215,
, ,17,1557394216,
19, , ,1557394216,
,17, ,1557394217,
, ,17,1557394218,
20, , ,1557394218,
,17, ,1557394219,
, ,17,1557394220,
19, , ,1557394220,
,17, ,1557394221,
, ,17,1557394222,
18, , ,1557394223,
,17, ,1557394223,
, ,17,1557394224,
18, , ,1557394225,
,17, ,1557394225,
, ,17,1557394226,
18, , ,1557394227,
,23, ,1557394227,
, ,16,1557394228,
18, , ,1557394229,
,18, ,1557394230,
, ,16,1557394230,
18, , ,1557394231,
,17, ,1557394232,
, ,17,1557394232,
18, , ,1557394233,
,18, ,1557394234,
, ,17,1557394234,
18, , ,1557394235,
,17, ,1557394236,
, ,17,1557394236,
18, , ,1557394237,
,16, ,1557394238,
, ,17,1557394238,
18, , ,1557394239,
,17, ,1557394240,
, ,17,1557394240,
18, , ,1557394241,
,17, ,1557394242,
, ,17,1557394242,
18, , ,1557394243,
,17, ,1557394244,
, ,17,1557394244,
18, , ,1557394245,
, ,17,1557394246,
19, , ,1557394247,
,18, ,1557394247,
,17, ,1557394248,
, ,17,1557394249,
19, , ,1557394249,
,17, ,1557394250,
, ,17,1557394251,
20, , ,1557394251,
,17, ,1557394252,
, ,18,1557394253,
21, , ,1557394253,
,16, ,1557394254,
, ,17,1557394255,
19, , ,1557394255,
,17, ,1557394256,
, ,17,1557394257,
18, , ,1557394257,
,17, ,1557394258,
, ,17,1557394259,
18, , ,1557394260,
,18, ,1557394260,
, ,17,1557394261,
23, , ,1557394262,
,17, ,1557394262,
, ,17,1557394263,
19, , ,1557394264,
,17, ,1557394264,
, ,17,1557394265,
18, , ,1557394266,
,17, ,1557394266,
, ,17,1557394267,
18, , ,1557394268,
,17, ,1557394269,
, ,17,1557394269,
18, , ,1557394270,
,18, ,1557394271,
, ,17,1557394271,
18, , ,1557394272,
,20, ,1557394273,
, ,17,1557394273,
,17, ,1557394295,
, ,19,1557394296,
18, , ,1557394296,
,17, ,1557394297,
, ,21,1557394298,
18, , ,1557394299,
,16, ,1557394299,
, ,17,1557394300,
18, , ,1557394301,
,17, ,1557394301,
, ,17,1557394302,
18, , ,1557394303,
,16, ,1557394303,
, ,17,1557394304,
18, , ,1557394305,
,18, ,1557394306,
, ,18,1557394306,
18, , ,1557394307,
,20, ,1557394308,
, ,17,1557394308,
,17, ,1557394310,
19, , ,1557394311,
, ,17,1557394312,
18, , ,1557394313,
, ,17,1557394314,
,20, ,1557394312,
,17, ,1557394316,
,17, ,1557394318,
, ,17,1557394318,
18, , ,1557394319,
,17, ,1557394320,
, ,17,1557394320,
19, , ,1557394321,
,16, ,1557394322,
, ,17,1557394322,
18, , ,1557394323,
,17, ,1557394324,
, ,17,1557394325,
18, , ,1557394325,
,17, ,1557394326,
, ,17,1557394327,
18, , ,1557394327,
,18, ,1557394328,
, ,17,1557394329,
18, , ,1557394329,
,16, ,1557394330,
, ,17,1557394331,
18, , ,1557394331,
,17, ,1557394332,
, ,17,1557394333,
18, , ,1557394333,
,17, ,1557394334,
, ,17,1557394335,
22, , ,1557394335,
,17, ,1557394336,
, ,17,1557394337,
18, , ,1557394338,
,16, ,1557394338,
, ,17,1557394339,
19, , ,1557394340,
,17, ,1557394340,
, ,21,1557394341,
18, , ,1557394342,
,17, ,1557394342,
, ,20,1557394343,
18, , ,1557394344,
,17, ,1557394345,
, ,17,1557394345,
18, , ,1557394346,
,17, ,1557394347,
, ,17,1557394347,
18, , ,1557394348,
,17, ,1557394349,
, ,17,1557394349,
18, , ,1557394350,
,17, ,1557394351,
, ,16,1557394351,
18, , ,1557394352,
,17, ,1557394353,
, ,17,1557394353,
23, , ,1557394354,
,16, ,1557394355,
, ,17,1557394355,
18, , ,1557394356,
,18, ,1557394357,
, ,17,1557394357,
21, , ,1557394358,
,17, ,1557394359,
, ,17,1557394359,
19, , ,1557394360,
,18, ,1557394361,
, ,17,1557394361,
19, , ,1557394362,
,22, ,1557394363,
, ,17,1557394364,
18, , ,1557394364,
,18, ,1557394365,
, ,18,1557394366,
19, , ,1557394366,
,19, ,1557394367,
, ,17,1557394368,
18, , ,1557394368,
,17, ,1557394369,
, ,17,1557394370,
18, , ,1557394370,
,17, ,1557394371,
, ,17,1557394372,
18, , ,1557394372,
,17, ,1557394373,
, ,17,1557394374,
18, , ,1557394375,
,16, ,1557394375,
, ,17,1557394376,
18, , ,1557394377,
,17, ,1557394377,
, ,17,1557394378,
18, , ,1557394379,
,16, ,1557394379,
, ,17,1557394380,
18, , ,1557394381,
,17, ,1557394382,
, ,17,1557394382,
17, , ,1557394383,
,18, ,1557394384,
, ,17,1557394384,
18, , ,1557394385,
,17, ,1557394386,
, ,24,1557394386,
18, , ,1557394387,
,17, ,1557394388,
, ,17,1557394388,
18, , ,1557394389,
,17, ,1557394390,
, ,18,1557394390,
18, , ,1557394391,
,17, ,1557394392,
, ,18,1557394392,
18, , ,1557394393,
,17, ,1557394394,
, ,17,1557394394,
18, , ,1557394395,
,17, ,1557394396,
, ,17,1557394396,
18, , ,1557394397,
,17, ,1557394398,
, ,17,1557394398,
21, , ,1557394399,
,17, ,1557394400,
, ,17,1557394400,
18, , ,1557394401,
,17, ,1557394402,
, ,17,1557394403,
18, , ,1557394403,
,17, ,1557394404,
, ,17,1557394405,
18, , ,1557394405,
,17, ,1557394406,
, ,17,1557394407,
18, , ,1557394407,
,16, ,1557394408,
, ,17,1557394409,
18, , ,1557394409,
,17, ,1557394410,
, ,17,1557394411,
18, , ,1557394411,
,17, ,1557394412,
, ,17,1557394413,
18, , ,1557394414,
,17, ,1557394414,
, ,17,1557394415,
18, , ,1557394416,
,16, ,1557394416,
, ,17,1557394417,
18, , ,1557394418,
,16, ,1557394418,
,17, ,1557394441,
, ,17,1557394442,
18, , ,1557394442,
,17, ,1557394443,
, ,18,1557394444,
21, , ,1557394444,
,17, ,1557394445,
, ,17,1557394446,
21, , ,1557394446,
,17, ,1557394447,
, ,18,1557394448,
17, , ,1557394448,
,17, ,1557394449,
,26, ,1557394451,
, ,17,1557394450,
18, , ,1557394455,
,22, ,1557394455,
18, , ,1557394453,
, ,17,1557394456,
19, , ,1557394457,
,17, ,1557394458,
, ,17,1557394458,
17, , ,1557394459,
,17, ,1557394460,
, ,17,1557394460,
18, , ,1557394461,
,17, ,1557394462,
, ,17,1557394462,
18, , ,1557394463,
,17, ,1557394464,
, ,17,1557394464,
18, , ,1557394465,
,17, ,1557394466,
, ,17,1557394466,
18, , ,1557394467,
,17, ,1557394468,
, ,17,1557394468,
18, , ,1557394469,
,17, ,1557394470,
, ,23,1557394470,
18, , ,1557394471,
,17, ,1557394472,
, ,17,1557394472,
18, , ,1557394473,
,17, ,1557394474,
, ,23,1557394474,
18, , ,1557394475,
,18, ,1557394476,
, ,26,1557394476,
18, , ,1557394477,
,17, ,1557394478,
, ,19,1557394479,
18, , ,1557394479,
,17, ,1557394480,
, ,19,1557394481,
18, , ,1557394481,
,17, ,1557394482,
, ,17,1557394483,
18, , ,1557394483,
,17, ,1557394484,
, ,18,1557394485,
19, , ,1557394485,
,17, ,1557394486,
, ,17,1557394487,
18, , ,1557394487,
,17, ,1557394488,
, ,17,1557394489,
23, , ,1557394490,
,25, ,1557394490,
, ,17,1557394491,
20, , ,1557394492,
,17, ,1557394492,
, ,17,1557394493,
19, , ,1557394494,
,21, ,1557394494,
, ,18,1557394495,
18, , ,1557394496,
,22, ,1557394497,
, ,17,1557394497,
18, , ,1557394498,
,17, ,1557394499,
, ,17,1557394499,
18, , ,1557394500,
,19, ,1557394501,
, ,17,1557394501,
18, , ,1557394502,
,18, ,1557394503,
, ,17,1557394503,
18, , ,1557394504,
,18, ,1557394505,
, ,17,1557394505,
21, , ,1557394506,
,17, ,1557394507,
, ,17,1557394507,
18, , ,1557394508,
,17, ,1557394509,
, ,17,1557394509,
18, , ,1557394510,
,17, ,1557394511,
, ,17,1557394511,
18, , ,1557394512,
,17, ,1557394513,
, ,17,1557394513,
18, , ,1557394514,
,17, ,1557394515,
, ,18,1557394515,
18, , ,1557394516,
,18, ,1557394517,
, ,17,1557394518,
18, , ,1557394518,
,17, ,1557394519,
, ,17,1557394520,
18, , ,1557394520,
,17, ,1557394521,
, ,17,1557394522,
18, , ,1557394522,
,17, ,1557394523,
, ,17,1557394524,
18, , ,1557394524,
,17, ,1557394525,
, ,17,1557394526,
18, , ,1557394526,
,17, ,1557394527,
, ,18,1557394528,
18, , ,1557394529,
,17, ,1557394529,
, ,17,1557394530,
18, , ,1557394531,
,17, ,1557394531,
, ,17,1557394532,
19, , ,1557394533,
,17, ,1557394533,
, ,17,1557394534,
18, , ,1557394535,
,17, ,1557394536,
, ,17,1557394536,
18, , ,1557394537,
,21, ,1557394538,
, ,17,1557394538,
18, , ,1557394539,
,17, ,1557394540,
, ,17,1557394540,
18, , ,1557394541,
,21, ,1557394542,
, ,17,1557394542,
18, , ,1557394543,
,18, ,1557394544,
, ,17,1557394544,
18, , ,1557394545,
,20, ,1557394546,
, ,21,1557394546,
18, , ,1557394547,
,17, ,1557394548,
, ,16,1557394548,
18, , ,1557394549,
,17, ,1557394550,
, ,17,1557394550,
18, , ,1557394551,
,17, ,1557394552,
, ,17,1557394552,
18, , ,1557394553,
,17, ,1557394554,
, ,17,1557394554,
17, , ,1557394555,
,17, ,1557394556,
, ,17,1557394557,
18, , ,1557394557,
,17, ,1557394558,
, ,17,1557394559,
19, , ,1557394559,
,16, ,1557394560,
, ,17,1557394561,
18, , ,1557394561,
,17, ,1557394562,
, ,17,1557394563,
17, , ,1557394563,
, ,17,1557394585,
17, , ,1557394586,
,25, ,1557394587,
, ,17,1557394587,
18, , ,1557394588,
,17, ,1557394589,
, ,17,1557394589,
18, , ,1557394590,
,18, ,1557394591,
, ,17,1557394591,
18, , ,1557394592,
,16, ,1557394593,
, ,17,1557394594,
18, , ,1557394594,
,16, ,1557394595,
, ,18,1557394596,
18, , ,1557394596,
,17, ,1557394597,
, ,17,1557394598,
18, , ,1557394598,
,17, ,1557394599,
, ,17,1557394600,
18, , ,1557394600,
,17, ,1557394601,
, ,17,1557394602,
18, , ,1557394602,
,16, ,1557394603,
, ,17,1557394604,
18, , ,1557394605,
,18, ,1557394605,
, ,16,1557394606,
19, , ,1557394607,
,17, ,1557394607,
, ,17,1557394608,
18, , ,1557394609,
,18, ,1557394610,
, ,17,1557394610,
18, , ,1557394611,
,17, ,1557394612,
, ,20,1557394612,
18, , ,1557394613,
,17, ,1557394614,
, ,17,1557394614,
18, , ,1557394615,
,17, ,1557394616,
, ,19,1557394616,
18, , ,1557394617,
,17, ,1557394618,
, ,17,1557394618,
18, , ,1557394619,
,18, ,1557394620,
, ,17,1557394620,
18, , ,1557394621,
,17, ,1557394622,
, ,17,1557394622,
18, , ,1557394623,
,17, ,1557394624,
, ,17,1557394624,
21, , ,1557394625,
,17, ,1557394626,
, ,17,1557394626,
22, , ,1557394627,
,17, ,1557394628,
, ,17,1557394628,
19, , ,1557394629,
,17, ,1557394630,
, ,16,1557394630,
18, , ,1557394631,
,18, ,1557394632,
, ,17,1557394633,
18, , ,1557394633,
,19, ,1557394634,
, ,17,1557394635,
18, , ,1557394635,
,17, ,1557394636,
, ,17,1557394637,
18, , ,1557394637,
,17, ,1557394638,
, ,17,1557394639,
18, , ,1557394639,
,17, ,1557394640,
, ,17,1557394641,
18, , ,1557394641,
,17, ,1557394642,
, ,17,1557394643,
18, , ,1557394644,
,17, ,1557394644,
, ,17,1557394645,
18, , ,1557394646,
,17, ,1557394646,
, ,17,1557394647,
18, , ,1557394648,
,17, ,1557394649,
, ,16,1557394649,
19, , ,1557394650,
,17, ,1557394651,
, ,18,1557394651,
18, , ,1557394652,
,17, ,1557394653,
, ,17,1557394653,
18, , ,1557394654,
,17, ,1557394655,
, ,17,1557394655,
18, , ,1557394656,
,16, ,1557394657,
, ,23,1557394657,
19, , ,1557394658,
,17, ,1557394659,
, ,17,1557394659,
20, , ,1557394660,
,18, ,1557394661,
, ,17,1557394661,
19, , ,1557394662,
,17, ,1557394663,
, ,17,1557394663,
18, , ,1557394664,
,17, ,1557394665,
, ,17,1557394665,
19, , ,1557394666,
,17, ,1557394667,
, ,17,1557394667,
18, , ,1557394668,
,17, ,1557394669,
, ,17,1557394669,
24, , ,1557394670,
,17, ,1557394671,
, ,17,1557394672,
20, , ,1557394672,
,20, ,1557394673,
, ,17,1557394674,
18, , ,1557394674,
,19, ,1557394675,
, ,17,1557394676,
18, , ,1557394676,
,20, ,1557394677,
, ,17,1557394678,
18, , ,1557394678,
,17, ,1557394679,
, ,17,1557394680,
18, , ,1557394680,
,17, ,1557394681,
, ,17,1557394682,
18, , ,1557394683,
,17, ,1557394683,
, ,16,1557394684,
18, , ,1557394685,
,17, ,1557394685,
, ,17,1557394686,
18, , ,1557394687,
,17, ,1557394688,
, ,17,1557394688,
18, , ,1557394689,
,17, ,1557394690,
, ,17,1557394690,
18, , ,1557394691,
,17, ,1557394692,
, ,17,1557394692,
18, , ,1557394693,
,17, ,1557394694,
, ,17,1557394694,
18, , ,1557394695,
,17, ,1557394696,
, ,17,1557394696,
18, , ,1557394697,
,18, ,1557394698,
, ,17,1557394698,
18, , ,1557394699,
,17, ,1557394700,
, ,17,1557394700,
17, , ,1557394701,
,17, ,1557394702,
, ,20,1557394702,
18, , ,1557394703,
,17, ,1557394704,
, ,20,1557394704,
18, , ,1557394705,
,17, ,1557394706,
, ,17,1557394706,
